sedol,fqenddt,next_trading_date
595607,2018-12-31,2019-01-31
595607,2019-06-30,2019-07-25
595607,2019-09-30,2019-10-28
595607,2019-12-31,2020-01-30
595937,2016-06-30,2016-07-20
595937,2016-09-30,2016-10-24
595937,2016-12-31,2017-01-27
595937,2017-03-31,2017-04-26
595937,2017-06-30,2017-07-19
595937,2017-09-30,2017-10-23
595937,2017-12-31,2018-02-01
595937,2018-03-31,2018-04-23
595937,2018-06-30,2018-07-19
595937,2018-09-30,2018-10-19
595937,2018-12-31,2019-01-28
595937,2019-03-31,2019-04-18
596091,2017-03-31,2017-08-25
596465,2012-09-30,2012-11-08
596465,2012-12-31,2013-02-07
596465,2013-03-31,2013-05-09
596465,2013-06-30,2013-08-22
596465,2013-09-30,2013-11-07
596465,2013-12-31,2014-02-04
596465,2014-09-30,2014-11-10
596465,2014-12-31,2015-02-12
596465,2015-06-30,2015-08-20
596465,2016-03-31,2016-05-02
596465,2016-06-30,2016-08-19
596465,2016-09-30,2016-11-09
596465,2016-12-31,2017-02-09
596465,2017-03-31,2017-05-08
596465,2017-06-30,2017-08-18
596465,2017-09-30,2017-11-10
596465,2017-12-31,2018-02-08
596465,2018-03-31,2018-05-07
596465,2018-06-30,2018-08-16
596465,2018-09-30,2018-11-08
596465,2018-12-31,2019-02-08
596465,2019-03-31,2019-05-09
596465,2019-06-30,2019-08-16
596465,2019-09-30,2019-11-08
596465,2019-12-31,2020-02-06
596768,2012-09-30,2012-10-25
596768,2013-03-31,2013-05-06
596768,2013-12-31,2014-02-17
596768,2015-12-31,2016-02-18
596768,2016-03-31,2016-04-28
596768,2016-09-30,2016-10-31
597264,2012-09-30,2012-11-06
597264,2012-12-31,2013-03-05
597264,2014-09-30,2014-11-04
597264,2014-12-31,2015-03-03
597264,2015-03-31,2015-05-12
597264,2015-09-30,2015-10-27
597264,2016-12-31,2017-03-01
597264,2018-03-31,2018-08-01
597264,2018-06-30,2018-08-01
597264,2018-09-30,2018-10-24
597264,2018-12-31,2019-03-06
597264,2019-03-31,2019-04-29
597264,2019-06-30,2019-08-30
597264,2019-09-30,2019-10-29
597264,2019-12-31,2020-03-05
597500,2012-09-30,2012-11-05
597500,2012-12-31,2013-02-08
597500,2013-03-31,2013-04-29
597500,2013-06-30,2013-07-31
597500,2013-09-30,2013-11-01
597500,2013-12-31,2014-02-07
597500,2014-03-31,2014-05-15
597500,2014-06-30,2014-08-04
597500,2014-09-30,2014-10-31
597500,2014-12-31,2015-02-09
597500,2015-03-31,2015-05-08
597500,2015-06-30,2015-07-31
597500,2015-09-30,2015-10-30
597500,2015-12-31,2016-02-12
597593,2014-12-31,2015-02-09
597593,2015-03-31,2015-05-08
597593,2015-06-30,2015-07-30
597593,2015-09-30,2015-11-09
597593,2016-03-31,2016-08-03
597593,2016-06-30,2016-08-03
597895,2016-09-30,2016-11-18
597895,2016-12-31,2017-03-20
598095,2014-12-31,2015-03-20
598095,2017-06-30,2017-08-28
598427,2012-06-30,2012-09-05
598427,2013-06-30,2013-09-11
598427,2013-12-31,2014-03-20
598427,2014-06-30,2014-09-17
598427,2014-12-31,2015-03-19
598427,2015-06-30,2015-09-10
598427,2015-12-31,2016-03-23
598662,2017-12-31,2018-02-13
598662,2018-03-31,2018-04-24
599390,2015-06-30,2015-07-29
599390,2015-12-31,2016-02-24
599390,2016-06-30,2016-07-27
703018,2014-03-31,2014-05-28
703252,2012-12-31,2013-02-22
703252,2013-03-31,2013-05-23
704239,2017-09-30,2017-11-13
704239,2017-12-31,2018-03-12
704239,2018-03-31,2018-05-04
705119,2014-12-31,2015-02-02
705772,2016-12-31,2017-03-01
705772,2017-03-31,2017-05-12
705772,2017-06-30,2017-08-25
705772,2017-09-30,2017-11-24
705772,2017-12-31,2018-03-01
705772,2018-09-30,2018-11-13
705772,2018-12-31,2019-03-01
705772,2019-09-30,2019-11-14
707039,2016-12-31,2017-02-09
707039,2017-03-31,2017-04-27
707039,2017-06-30,2017-08-24
708525,2012-09-30,2012-11-08
708525,2012-12-31,2013-02-07
708525,2013-12-31,2014-02-07
708525,2015-06-30,2015-08-20
708525,2015-09-30,2015-11-05
708525,2017-03-31,2017-05-11
708525,2017-06-30,2017-08-10
708525,2017-09-30,2017-11-09
708525,2017-12-31,2018-02-08
708525,2018-03-31,2018-05-09
708525,2018-06-30,2018-08-09
708525,2018-09-30,2018-11-08
708525,2018-12-31,2019-02-06
708525,2019-03-31,2019-05-09
708525,2019-06-30,2019-08-14
708525,2019-09-30,2019-11-06
708525,2019-12-31,2020-02-07
708660,2016-09-30,2016-11-04
708842,2017-12-31,2018-02-23
710352,2012-06-30,2012-07-26
710352,2012-12-31,2013-02-14
710352,2013-06-30,2013-08-01
710352,2013-12-31,2014-02-20
710352,2014-06-30,2014-07-31
710352,2014-12-31,2015-02-19
710352,2015-06-30,2015-07-30
710352,2015-12-31,2016-02-25
710352,2016-06-30,2016-07-28
710352,2016-12-31,2017-02-24
710352,2017-06-30,2017-07-27
710352,2017-12-31,2018-03-02
710352,2018-06-30,2018-07-25
710352,2018-12-31,2019-02-27
710352,2019-06-30,2019-07-25
710364,2015-09-30,2015-11-06
710635,2012-09-30,2012-11-09
710635,2012-12-31,2013-02-28
710635,2013-03-31,2013-05-23
710635,2013-06-30,2013-08-22
710635,2017-03-31,2017-05-18
710635,2017-06-30,2017-08-18
710635,2017-09-30,2017-11-16
710635,2017-12-31,2018-02-28
710635,2018-03-31,2018-05-16
710635,2018-06-30,2018-08-16
710635,2018-09-30,2018-11-19
710635,2018-12-31,2019-03-01
710635,2019-03-31,2019-05-17
710635,2019-06-30,2019-08-16
710635,2019-09-30,2019-11-21
710755,2014-12-31,2015-03-20
710755,2015-03-31,2015-05-08
710755,2019-12-31,2020-03-16
712354,2012-12-31,2013-03-01
712793,2018-12-31,2019-05-01
712797,2016-03-31,2016-05-13
712797,2016-06-30,2016-08-05
712797,2016-09-30,2016-10-31
712797,2016-12-31,2017-02-13
712797,2017-03-31,2017-05-01
712797,2017-06-30,2017-08-07
712797,2017-09-30,2017-11-06
712797,2017-12-31,2018-02-19
713083,2012-06-30,2012-07-26
713083,2012-12-31,2013-02-08
713083,2013-06-30,2013-07-26
713083,2013-12-31,2014-02-12
713083,2014-06-30,2014-07-28
713083,2014-12-31,2015-02-16
713083,2015-06-30,2015-07-30
713083,2015-12-31,2016-02-19
713083,2016-12-31,2017-02-10
713083,2017-06-30,2017-07-28
713083,2017-12-31,2018-02-16
713083,2018-06-30,2018-07-27
713083,2018-12-31,2019-02-15
713083,2019-06-30,2019-07-25
713083,2019-12-31,2020-02-21
713666,2012-09-30,2012-11-08
713666,2012-12-31,2013-03-08
713666,2013-03-31,2013-05-07
713666,2013-06-30,2013-07-30
713666,2016-12-31,2017-03-03
713666,2017-03-31,2017-05-05
713666,2017-06-30,2017-07-28
713666,2017-12-31,2018-03-09
713666,2018-03-31,2018-05-16
713666,2018-06-30,2018-07-27
714409,2019-03-31,2019-05-15
714409,2019-06-30,2019-08-05
714409,2019-09-30,2019-10-31
714409,2019-12-31,2020-03-23
714456,2017-09-30,2017-11-10
714456,2017-12-31,2018-03-26
714456,2018-03-31,2018-05-10
714505,2016-06-30,2016-08-01
714505,2016-09-30,2016-10-31
714505,2016-12-31,2017-03-02
714505,2017-09-30,2017-10-30
714505,2017-12-31,2018-02-19
714505,2018-03-31,2018-04-30
715363,2016-06-30,2016-07-28
715363,2017-03-31,2017-04-27
715363,2017-12-31,2018-02-01
715363,2018-09-30,2018-11-01
717555,2016-03-31,2016-08-03
717555,2016-06-30,2016-08-03
718762,2013-12-31,2014-02-06
718762,2014-03-31,2014-05-09
718762,2014-06-30,2014-08-07
718762,2014-09-30,2014-11-06
718762,2014-12-31,2015-02-05
718762,2015-03-31,2015-05-07
718762,2015-06-30,2015-08-06
718762,2015-09-30,2015-11-05
718762,2015-12-31,2016-02-04
718762,2016-03-31,2016-05-12
718762,2016-06-30,2016-08-04
718762,2016-09-30,2016-11-03
718762,2016-12-31,2017-02-02
718762,2017-03-31,2017-05-04
718762,2017-06-30,2017-08-03
718762,2019-06-30,2019-08-01
721247,2013-12-31,2014-02-28
721247,2014-06-30,2014-08-29
721247,2016-12-31,2017-02-20
721247,2017-06-30,2017-07-31
721247,2017-12-31,2018-03-02
721247,2018-06-30,2018-07-27
724037,2012-09-30,2012-10-26
724037,2012-12-31,2013-02-11
724037,2013-03-31,2013-04-24
724037,2013-06-30,2013-07-19
724037,2013-09-30,2013-10-31
724037,2014-12-31,2015-02-04
724037,2015-03-31,2015-04-22
724037,2015-12-31,2016-02-11
724037,2016-03-31,2016-04-22
724037,2016-06-30,2016-07-21
724037,2016-09-30,2016-10-24
724037,2017-12-31,2018-01-30
724037,2018-03-31,2018-04-23
724037,2018-06-30,2018-07-19
724037,2018-09-30,2018-10-17
724037,2018-12-31,2019-01-30
724037,2019-03-31,2019-04-18
724037,2019-06-30,2019-07-17
724037,2019-09-30,2019-10-25
724037,2019-12-31,2020-01-30
724208,2014-03-31,2014-05-16
724208,2014-06-30,2014-08-05
724208,2014-09-30,2014-10-29
724208,2014-12-31,2015-01-21
724208,2018-09-30,2018-11-09
724208,2018-12-31,2019-02-12
724208,2019-03-31,2019-05-10
724208,2019-06-30,2019-08-05
724208,2019-09-30,2019-11-08
724208,2019-12-31,2020-02-12
725147,2015-09-30,2015-10-29
725147,2017-12-31,2018-03-15
725147,2018-03-31,2018-05-09
726480,2015-03-31,2015-05-12
726480,2015-09-30,2015-11-10
726480,2015-12-31,2016-02-25
726480,2017-03-31,2017-09-25
726480,2017-06-30,2017-09-25
726480,2017-09-30,2018-05-11
726480,2017-12-31,2018-05-11
726480,2018-03-31,2018-09-14
726480,2018-06-30,2018-09-14
726480,2018-12-31,2019-03-21
726480,2019-03-31,2019-09-23
726480,2019-06-30,2019-09-24
726480,2019-09-30,2019-11-11
726594,2017-09-30,2017-11-10
726829,2017-09-30,2017-12-22
726829,2017-12-31,2018-05-01
726829,2018-03-31,2018-06-26
726829,2018-06-30,2018-09-26
726829,2018-09-30,2018-12-21
726829,2019-03-31,2019-07-01
726829,2019-06-30,2019-09-25
730221,2015-06-30,2015-08-27
730221,2015-12-31,2016-03-11
730221,2016-03-31,2016-05-13
730221,2017-09-30,2017-11-23
730221,2018-09-30,2018-11-15
730221,2018-12-31,2019-03-28
730221,2019-03-31,2019-05-24
730221,2019-06-30,2019-08-30
730928,2012-08-31,2012-11-08
730928,2015-02-28,2015-04-30
730968,2017-12-31,2018-02-07
730968,2018-03-31,2018-05-07
731544,2018-03-31,2018-05-11
731544,2018-06-30,2018-08-01
731544,2018-09-30,2018-11-07
731544,2019-03-31,2019-05-10
731544,2019-06-30,2019-07-31
731544,2019-09-30,2019-11-08
731544,2019-12-31,2020-04-01
732015,2014-09-30,2014-11-17
732015,2014-12-31,2015-03-09
732015,2015-03-31,2015-05-18
732015,2015-06-30,2015-08-17
732015,2015-09-30,2015-11-16
732015,2015-12-31,2016-03-07
732015,2016-03-31,2016-05-16
733268,2012-09-30,2012-10-24
733268,2012-12-31,2013-02-06
733268,2013-03-31,2013-04-24
733268,2013-06-30,2013-07-19
733268,2014-09-30,2014-10-29
733268,2014-12-31,2015-02-04
733268,2015-03-31,2015-04-24
733268,2015-06-30,2015-07-17
733268,2015-09-30,2015-10-28
733268,2015-12-31,2016-02-03
733268,2016-03-31,2016-04-26
733268,2016-06-30,2016-07-19
733268,2016-09-30,2016-10-26
733268,2016-12-31,2017-02-01
733268,2017-03-31,2017-04-27
733268,2017-06-30,2017-07-18
733268,2017-09-30,2017-10-26
733268,2017-12-31,2018-01-31
733268,2018-03-31,2018-04-24
733268,2018-06-30,2018-07-17
733268,2018-12-31,2019-02-06
733268,2019-03-31,2019-04-25
733268,2019-06-30,2019-07-18
733268,2019-09-30,2019-10-25
733268,2019-12-31,2020-02-05
737006,2018-09-30,2018-10-25
737006,2018-12-31,2019-02-06
737006,2019-03-31,2019-04-24
737006,2019-06-30,2019-08-01
737006,2019-09-30,2019-10-24
737006,2019-12-31,2020-02-06
737143,2014-03-31,2014-04-24
737143,2014-06-30,2014-07-18
737143,2015-12-31,2016-01-29
737143,2016-03-31,2016-04-21
737143,2016-06-30,2016-07-20
737143,2016-09-30,2016-10-20
737143,2016-12-31,2017-01-27
737143,2017-03-31,2017-04-26
737143,2017-06-30,2017-07-26
737143,2017-09-30,2017-10-19
737143,2017-12-31,2018-02-01
737143,2018-03-31,2018-04-30
737143,2018-06-30,2018-07-25
737143,2018-09-30,2018-10-29
737143,2018-12-31,2019-01-31
737143,2019-03-31,2019-04-29
737143,2019-06-30,2019-07-19
737143,2019-09-30,2019-10-24
737143,2019-12-31,2020-02-05
737353,2019-01-31,2019-03-04
737353,2019-04-30,2019-07-01
737353,2019-07-31,2019-09-27
737353,2019-10-31,2019-12-31
737654,2013-12-31,2014-03-31
737654,2014-03-31,2014-05-15
737654,2014-06-30,2014-08-04
737654,2014-09-30,2014-11-11
737654,2014-12-31,2015-04-02
737654,2015-03-31,2015-05-15
737654,2015-06-30,2015-08-04
737654,2015-09-30,2015-11-12
737654,2015-12-31,2016-03-10
737654,2016-03-31,2016-05-12
737654,2016-06-30,2016-08-04
737654,2016-09-30,2016-11-10
737654,2016-12-31,2017-03-15
737654,2017-03-31,2017-05-11
737654,2017-06-30,2017-08-03
737654,2017-09-30,2017-11-15
737654,2017-12-31,2018-03-16
737654,2018-03-31,2018-05-17
737654,2018-06-30,2018-10-01
737654,2018-09-30,2018-11-19
737654,2018-12-31,2019-02-18
737654,2019-03-31,2019-05-17
737654,2019-06-30,2019-08-19
737654,2019-09-30,2019-11-18
738006,2018-03-31,2018-05-10
738006,2018-06-30,2018-08-15
738006,2018-09-30,2018-11-14
738006,2019-06-30,2019-08-14
738048,2014-06-30,2014-07-31
738048,2014-12-31,2015-02-27
738048,2015-06-30,2015-07-30
738048,2015-12-31,2016-02-29
738048,2017-12-31,2018-02-23
738048,2018-06-30,2018-07-27
739011,2016-12-31,2017-03-24
739011,2017-06-30,2017-09-08
739497,2013-12-31,2014-03-25
750892,2018-03-31,2018-05-17
750892,2018-12-31,2019-04-26
750892,2019-03-31,2019-05-09
750892,2019-06-30,2019-08-08
750892,2019-09-30,2019-11-07
751832,2018-09-30,2018-10-30
751832,2018-12-31,2019-03-13
751832,2019-03-31,2019-05-09
753014,2017-06-30,2017-07-27
757130,2014-12-31,2015-01-14
757130,2015-03-31,2015-05-20
757130,2015-06-30,2015-08-21
757130,2015-09-30,2015-11-27
757130,2015-12-31,2016-01-20
757130,2016-03-31,2016-05-26
757130,2016-06-30,2016-08-25
757130,2016-09-30,2016-11-24
757130,2016-12-31,2017-03-20
757130,2017-03-31,2017-05-25
757130,2017-06-30,2017-08-25
757130,2017-09-30,2017-11-24
757130,2017-12-31,2018-03-22
757130,2019-06-30,2019-08-23
758255,2014-06-30,2014-07-30
758255,2014-12-31,2015-02-13
758255,2018-12-31,2019-02-07
758255,2019-06-30,2019-07-25
759123,2017-06-30,2017-08-25
759123,2017-09-30,2017-11-23
759123,2017-12-31,2018-02-16
759123,2018-03-31,2018-05-10
759123,2018-06-30,2018-08-24
759123,2018-09-30,2018-11-16
759123,2018-12-31,2019-02-21
759123,2019-03-31,2019-05-10
759123,2019-06-30,2019-08-21
759800,2019-03-31,2019-05-16
759800,2019-06-30,2019-07-31
759800,2019-09-30,2019-11-15
759800,2019-12-31,2020-03-26
761819,2015-12-31,2016-01-29
762222,2012-12-31,2013-03-14
762222,2013-03-31,2013-05-15
762222,2013-06-30,2013-08-28
762222,2013-09-30,2013-11-14
762222,2013-12-31,2014-03-13
762222,2014-03-31,2014-05-15
762222,2014-06-30,2014-08-11
762222,2014-09-30,2014-11-13
762222,2015-06-30,2015-08-10
762222,2015-09-30,2015-11-12
762222,2015-12-31,2016-02-12
762222,2016-03-31,2016-05-13
762222,2016-06-30,2016-08-08
762222,2016-09-30,2016-11-14
762222,2016-12-31,2017-02-13
762222,2017-03-31,2017-05-12
762222,2017-06-30,2017-08-07
762222,2017-09-30,2017-11-13
762222,2017-12-31,2018-02-12
762222,2018-03-31,2018-05-14
762222,2018-06-30,2018-08-06
762222,2018-09-30,2018-11-08
762222,2018-12-31,2019-02-11
762222,2019-03-31,2019-05-09
762222,2019-06-30,2019-08-05
762222,2019-09-30,2019-11-11
762222,2019-12-31,2020-02-11
763439,2013-09-30,2013-11-08
763439,2013-12-31,2014-03-10
763439,2014-03-31,2014-05-14
763439,2014-06-30,2014-08-05
763439,2014-09-30,2014-11-10
763439,2014-12-31,2015-03-20
763439,2015-03-31,2015-05-08
763439,2015-06-30,2015-08-10
763439,2015-09-30,2015-11-09
763439,2015-12-31,2016-03-18
763439,2016-03-31,2016-05-16
763439,2016-06-30,2016-07-27
763439,2016-09-30,2016-11-07
763439,2016-12-31,2017-03-24
763439,2017-03-31,2017-05-04
763439,2017-12-31,2018-03-08
763439,2018-03-31,2018-05-17
763439,2018-06-30,2018-07-25
763439,2018-09-30,2018-11-12
766716,2012-09-30,2012-11-12
766716,2012-12-31,2013-03-11
766716,2013-03-31,2013-05-13
766716,2013-06-30,2013-08-02
766716,2013-09-30,2013-11-11
766716,2013-12-31,2014-03-17
766716,2016-12-31,2017-03-13
766716,2017-03-31,2017-05-15
766716,2017-06-30,2017-08-07
766716,2017-09-30,2017-11-13
766716,2017-12-31,2018-03-05
766716,2018-06-30,2018-08-06
766716,2018-12-31,2019-03-08
769835,2012-09-30,2012-10-18
769835,2012-12-31,2013-01-28
769835,2013-03-31,2013-04-18
769835,2013-12-31,2014-01-29
769835,2014-06-30,2014-07-16
769835,2014-09-30,2014-10-17
769835,2014-12-31,2015-01-29
769835,2015-03-31,2015-04-21
769835,2015-06-30,2015-07-16
769835,2015-09-30,2015-10-16
769835,2015-12-31,2016-01-29
769835,2016-03-31,2016-04-25
769835,2016-06-30,2016-07-15
769835,2016-09-30,2016-10-19
769835,2016-12-31,2017-01-27
769835,2017-03-31,2017-04-26
769835,2017-06-30,2017-07-18
769835,2017-09-30,2017-10-19
769835,2017-12-31,2018-01-30
769835,2018-03-31,2018-04-27
769835,2018-06-30,2018-07-18
769835,2018-09-30,2018-10-19
769835,2018-12-31,2019-01-31
769835,2019-03-31,2019-04-24
769835,2019-06-30,2019-07-18
769835,2019-09-30,2019-10-21
774212,2016-09-30,2016-10-21
774212,2016-12-31,2017-02-17
774212,2017-03-31,2017-04-28
774212,2017-06-30,2017-07-14
774212,2017-09-30,2017-10-27
774212,2017-12-31,2018-02-16
774212,2018-03-31,2018-04-27
774212,2018-06-30,2018-07-13
774212,2018-09-30,2018-10-26
774212,2018-12-31,2019-02-08
774212,2019-03-31,2019-04-26
774212,2019-06-30,2019-07-12
774212,2019-09-30,2019-10-25
774212,2019-12-31,2020-02-14
774246,2014-06-30,2014-07-23
774246,2014-12-31,2015-02-20
774246,2015-12-31,2016-02-25
774332,2012-09-30,2012-11-12
774332,2012-12-31,2013-02-15
774332,2013-12-31,2014-02-14
774332,2014-03-31,2014-04-25
774332,2014-06-30,2014-08-08
774332,2014-09-30,2014-11-06
774332,2014-12-31,2015-02-12
774332,2015-03-31,2015-04-24
774332,2018-03-31,2018-08-10
774470,2015-06-30,2015-07-31
774563,2016-06-30,2016-07-22
774563,2017-06-30,2017-07-21
774563,2017-12-31,2018-02-15
774563,2018-06-30,2018-07-17
775125,2017-06-30,2017-07-19
775125,2017-09-30,2017-10-20
775125,2017-12-31,2018-02-09
775125,2018-03-31,2018-04-23
775125,2018-06-30,2018-07-18
775125,2018-09-30,2018-10-19
775943,2012-06-30,2012-09-03
775943,2012-12-31,2013-03-20
775943,2017-06-30,2017-09-04
775943,2017-12-31,2018-03-14
775943,2018-06-30,2018-09-05
775943,2018-12-31,2019-03-20
775943,2019-06-30,2019-09-04
775943,2019-12-31,2020-03-18
B00D9P,2012-12-31,2013-03-04
B00D9P,2013-03-31,2013-05-06
B00D9P,2013-06-30,2013-07-29
B00D9P,2013-09-30,2013-10-28
B00D9P,2013-12-31,2014-03-03
B00D9P,2014-03-31,2014-05-12
B00D9P,2014-06-30,2014-08-04
B00D9P,2014-09-30,2014-10-27
B00D9P,2014-12-31,2015-03-02
B00D9P,2015-03-31,2015-05-11
B00D9P,2015-06-30,2015-08-03
B00D9P,2015-09-30,2015-11-02
B00D9P,2015-12-31,2016-02-29
B00D9P,2016-03-31,2016-05-05
B00D9P,2016-06-30,2016-08-01
B00D9P,2016-09-30,2016-10-31
B00D9P,2016-12-31,2017-02-27
B00D9P,2017-03-31,2017-05-08
B00D9P,2017-06-30,2017-07-31
B00D9P,2017-09-30,2017-10-30
B00D9P,2017-12-31,2018-03-05
B00D9P,2018-03-31,2018-05-07
B00D9P,2019-06-30,2019-07-31
B00D9P,2019-09-30,2019-10-28
B00D9P,2019-12-31,2020-02-24
B00FPT,2016-06-30,2016-09-01
B00FPT,2019-06-30,2019-08-30
B00ZG0,2016-12-31,2017-02-13
B00ZG0,2017-03-31,2017-04-25
B00ZG0,2017-06-30,2017-07-14
B00ZG0,2017-09-30,2017-10-18
B00ZG0,2017-12-31,2018-02-16
B00ZG0,2018-03-31,2018-04-18
B00ZG0,2018-06-30,2018-07-13
B00ZG0,2018-09-30,2018-10-18
B00ZG0,2018-12-31,2019-02-06
B00ZG0,2019-03-31,2019-04-25
B00ZG0,2019-06-30,2019-07-12
B00ZG0,2019-09-30,2019-10-23
B011GL,2019-06-30,2019-07-29
B011GL,2019-09-30,2019-10-29
B012BV,2018-06-30,2018-08-17
B012BV,2018-12-31,2019-03-15
B012TP,2013-03-31,2013-05-24
B012TP,2013-09-30,2013-11-08
B012TP,2015-03-31,2015-06-08
B012TP,2015-09-30,2015-11-13
B012TP,2016-03-31,2016-06-02
B012TP,2016-09-30,2016-11-11
B012TP,2017-03-31,2017-05-26
B012TP,2017-09-30,2017-11-10
B012TP,2018-03-31,2018-05-23
B012TP,2018-09-30,2018-11-09
B012TP,2019-03-31,2019-05-22
B012TP,2019-09-30,2019-11-08
B0149Z,2016-06-30,2016-07-27
B0149Z,2016-09-30,2016-11-04
B019KW,2012-09-30,2012-11-15
B019KW,2013-03-31,2013-05-09
B019KW,2013-09-30,2013-11-14
B019KW,2014-03-31,2014-05-08
B019KW,2014-09-30,2014-11-13
B019KW,2015-03-31,2015-05-18
B019KW,2015-09-30,2015-11-12
B019KW,2016-03-31,2016-05-05
B019KW,2016-09-30,2016-11-10
B019KW,2017-03-31,2017-05-04
B019KW,2017-09-30,2017-11-10
B019KW,2018-03-31,2018-05-01
B019KW,2018-09-30,2018-11-09
B019KW,2019-03-31,2019-05-02
B019KW,2019-09-30,2019-11-08
B01C3S,2013-03-31,2013-05-03
B01C3S,2013-06-30,2013-08-08
B01C3S,2014-09-30,2014-11-07
B01C3S,2014-12-31,2015-02-10
B01C3S,2015-03-31,2015-05-08
B01C3S,2015-06-30,2015-08-07
B01C3S,2015-09-30,2015-11-06
B01C3S,2015-12-31,2016-02-09
B01C3S,2016-06-30,2016-08-05
B01C3S,2016-09-30,2016-11-04
B01C3S,2016-12-31,2017-02-07
B01C3S,2017-03-31,2017-05-05
B01C3S,2017-06-30,2017-08-04
B01C3S,2017-09-30,2017-11-03
B01C3S,2017-12-31,2018-02-06
B01C3S,2018-03-31,2018-05-11
B01C3S,2018-06-30,2018-08-10
B01C3S,2018-09-30,2018-11-07
B01CP2,2012-09-30,2012-11-09
B01CP2,2012-12-31,2013-03-01
B01CP2,2013-03-31,2013-04-30
B01CP2,2013-06-30,2013-07-24
B01CP2,2015-09-30,2015-11-11
B01CP2,2015-12-31,2016-02-26
B01CP2,2016-06-30,2016-07-28
B01CP2,2016-09-30,2016-11-11
B01CP2,2016-12-31,2017-02-27
B01CP2,2017-09-30,2017-11-07
B01CP2,2017-12-31,2018-01-31
B01CP2,2018-03-31,2018-05-07
B01CP2,2018-06-30,2018-07-30
B01CP2,2018-09-30,2018-11-07
B01CP2,2018-12-31,2019-01-30
B01CP2,2019-03-31,2019-05-08
B01CP2,2019-06-30,2019-07-31
B01CP2,2019-09-30,2019-11-06
B01DW9,2016-09-30,2016-11-08
B01FLG,2012-12-31,2013-03-14
B01FLG,2013-06-30,2013-08-29
B01FLG,2013-12-31,2014-03-13
B01FLG,2014-06-30,2014-08-14
B01FLG,2014-12-31,2015-03-12
B01FLG,2015-06-30,2015-08-13
B01FLG,2015-12-31,2016-03-10
B01FLG,2016-06-30,2016-08-11
B01FLG,2016-12-31,2017-03-09
B01FLG,2017-06-30,2017-08-10
B01FLG,2017-12-31,2018-03-09
B01FLG,2018-06-30,2018-08-10
B01FLG,2018-12-31,2019-03-13
B01FLG,2019-06-30,2019-08-12
B01FLQ,2012-09-30,2012-11-13
B01FLQ,2012-12-31,2013-03-01
B01FLQ,2013-03-31,2013-05-15
B01FLQ,2013-06-30,2013-08-30
B01FLQ,2013-09-30,2013-11-15
B01FLQ,2013-12-31,2014-02-28
B01FLQ,2015-03-31,2015-05-13
B01FLQ,2015-06-30,2015-08-03
B01FLQ,2015-09-30,2015-11-13
B01FLQ,2015-12-31,2016-02-26
B01FLQ,2016-03-31,2016-05-13
B01FLQ,2016-06-30,2016-08-01
B01FLQ,2016-09-30,2016-11-15
B01FLQ,2016-12-31,2017-03-01
B01FLQ,2017-03-31,2017-05-12
B01FLQ,2018-03-31,2018-05-11
B01FLQ,2018-06-30,2018-07-26
B01FLQ,2018-12-31,2019-02-28
B01FLQ,2019-03-31,2019-05-15
B01FLQ,2019-06-30,2019-07-30
B01FLQ,2019-09-30,2019-11-08
B01FLQ,2019-12-31,2020-02-19
B01KH1,2016-09-30,2016-10-24
B01QGK,2015-11-30,2016-01-22
B01QGK,2016-05-31,2016-07-08
B01QGK,2016-11-30,2017-01-20
B01QGK,2017-05-31,2017-07-19
B01QGK,2017-11-30,2018-01-17
B01QGK,2018-05-31,2018-07-18
B01QGK,2019-11-30,2020-01-24
B01YZ0,2014-03-31,2014-06-25
B01YZ0,2014-09-30,2014-11-26
B01YZ0,2015-03-31,2015-06-24
B01ZVZ,2012-09-30,2012-10-26
B01ZVZ,2012-12-31,2013-03-01
B01ZVZ,2013-03-31,2013-04-24
B01ZVZ,2013-06-30,2013-07-24
B01ZVZ,2013-09-30,2013-11-04
B01ZVZ,2013-12-31,2014-02-28
B01ZVZ,2014-03-31,2014-04-25
B01ZVZ,2015-03-31,2015-04-24
B01ZVZ,2015-06-30,2015-07-31
B01ZVZ,2015-09-30,2015-11-02
B01ZVZ,2015-12-31,2016-03-02
B01ZVZ,2016-03-31,2016-04-29
B01ZVZ,2016-06-30,2016-07-28
B01ZVZ,2016-09-30,2016-10-27
B01ZVZ,2016-12-31,2017-03-02
B01ZVZ,2017-03-31,2017-04-28
B01ZVZ,2017-06-30,2017-07-28
B01ZVZ,2017-12-31,2018-03-01
B01ZVZ,2018-03-31,2018-04-30
B01ZVZ,2018-06-30,2018-07-30
B01ZVZ,2018-09-30,2018-10-29
B01ZVZ,2018-12-31,2019-03-01
B01ZVZ,2019-06-30,2019-07-29
B01ZVZ,2019-09-30,2019-11-05
B01ZVZ,2019-12-31,2020-03-02
B021F8,2013-09-30,2013-11-19
B021F8,2014-03-31,2014-06-17
B021F8,2014-09-30,2014-11-18
B021F8,2015-03-31,2015-06-16
B021F8,2015-09-30,2015-11-17
B021F8,2016-03-31,2016-06-21
B021F8,2016-09-30,2016-11-18
B021F8,2017-03-31,2017-06-16
B021F8,2017-09-30,2017-11-24
B021F8,2018-03-31,2018-06-15
B021F8,2018-09-30,2018-11-23
B021F8,2019-03-31,2019-06-14
B021F8,2019-09-30,2019-11-22
B02L3W,2013-10-31,2013-12-09
B02L3W,2014-04-30,2014-06-19
B02L3W,2014-10-31,2014-12-08
